id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
373332.0,9950.0,9038.082813968987,15311.042105263157,13907.785579450703,0.1825,360.97,327.88711089029005,1072.82,974.4960808524834,1.100897193,10.0,1.0,36.0,21.0,0.0,1.0
575239.0,12000.0,10900.200378656065,12000.0,10900.200378656065,0.20989999999999998,324.58,294.8322532420155,959.75,871.7889427845967,1.100897193,10.0,1.0,60.0,25.0,1.0,2.0
707689.0,10000.0,8924.29980450188,10000.0,8924.29980450188,0.1366,340.13,303.5422092505224,3726.25,3325.4172146525125,1.120536089,2.0,1.0,36.0,13.0,1.0,0.0
709828.0,27200.0,24707.120858287082,27200.0,24707.120858287082,0.16617294794794954,553.87,503.10783197718627,3143.8509409410567,2855.7171014069945,1.100897193,10.0,1.0,60.0,6.0,0.0,4.0
849994.0,11400.0,10526.076488892675,11400.0,10526.076488892675,0.16617294794794954,376.09,347.2589567287408,3753.6,3465.849184974346,1.083024621,3.0,0.0,36.0,10.0,0.0,1.0
1312426.0,15000.0,13496.099957766655,15000.0,13496.099957766655,0.1561,361.67,325.40896478169776,2880.35,2591.5661008902125,1.111432195,4.0,1.0,60.0,16.0,1.0,4.0
4526500.0,10800.0,9717.191969591991,10800.0,9717.191969591991,0.16617294794794954,328.22,295.3126618758781,2950.42,2654.6108824929265,1.111432195,4.0,1.0,36.0,1.0,1.0,2.0
6736790.0,18000.0,15946.200990585978,18000.0,15946.200990585978,0.16617294794794954,370.78,328.47402240497047,4432.02,3926.3267619053818,1.128795505,1.0,1.0,60.0,6.0,1.0,1.0
8138291.0,10350.0,9236.650297659444,15311.042105263157,13664.033006672003,0.2299,291.72,260.33967389692884,1432.16,1278.1025208015412,1.120536089,2.0,0.0,60.0,26.0,1.0,4.0
8214572.0,7000.0,6247.009863151316,7000.0,6247.009863151316,0.16617294794794954,233.81,208.65905372905843,7300.41,6515.104753578356,1.120536089,2.0,1.0,36.0,11.0,1.0,2.0
12606806.0,24975.0,22253.47379198501,24975.0,22253.47379198501,0.16617294794794954,549.65,489.7546294200024,3831.55,3414.0259262334403,1.122296691,6.0,1.0,60.0,10.0,1.0,2.0
13026045.0,12000.0,10709.159765402255,12000.0,10709.159765402255,0.16617294794794954,275.07,245.48071472243316,2799.58,2498.429124668737,1.120536089,2.0,1.0,60.0,13.0,1.0,2.0
14187903.0,12000.0,10709.159765402255,12000.0,10709.159765402255,0.1399,279.16,249.13075334247446,2846.33,2540.1502262547833,1.120536089,2.0,1.0,60.0,15.0,1.0,4.0
14428496.0,21000.0,18603.90115568364,21000.0,18603.90115568364,0.16617294794794954,471.29,417.51583693629254,5155.28,4567.062835708227,1.128795505,1.0,1.0,60.0,11.0,1.0,4.0
14470171.0,21000.0,18894.539940873317,21000.0,18894.539940873317,0.16617294794794954,687.42,618.4992688645302,3143.8509409410567,2828.648436750617,1.111432195,4.0,1.0,36.0,9.0,1.0,1.0
14550531.0,32000.0,29067.201009749508,32000.0,29067.201009749508,0.16617294794794954,1005.43,913.282372226014,3089.0,2805.8932474723824,1.100897193,10.0,1.0,36.0,6.0,1.0,0.0
